# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
ご迷惑	15	1	ご迷惑	ご迷惑:14 ご|迷惑:1	train=15
せっせと	15	1	せっせと	せっせと:14 せっせ|と:1	train=15
に入れました	15	1	に|入れました	に|入れました:14 に入れました:1	train=15
やつら	15	1	やつら	やつら:14 やつ|ら:1	train=15
クリスマスカード	15	1	クリスマスカード	クリスマスカード:14 クリスマス|カード:1	train=15
嫌って	15	1	嫌って	嫌って:14 嫌|って:1	train=15
建設中	15	1	建設|中	建設|中:14 建設中:1	train=14,val=1
携帯電話	15	1	携帯電話	携帯電話:14 携帯|電話:1	train=15
旦那様	15	1	旦那様	旦那様:14 旦那|様:1	train=15
瀧くん	15	1	瀧|くん	瀧|くん:14 瀧くん:1	train=15
無理やり	15	1	無理やり	無理やり:14 無理|やり:1	test=2,train=13
第48章	15	1	第48章	第48章:14 第|48|章:1	train=15
約72人	15	1	約|72人	約|72人:14 約72人:1	train=15
走り出した	15	1	走り出した	走り出した:14 走り|出した:1	test=2,train=13
高速道路	15	1	高速道路	高速道路:14 高速|道路:1	train=15
あれほど	14	1	あれ|ほど	あれ|ほど:13 あれほど:1	train=14
いただける	14	1	いただける	いただける:13 いただけ|る:1	train=14
お便り	14	1	お便り	お便り:13 お|便り:1	train=14
お巡りさん	14	1	お巡りさん	お巡りさん:13 お巡り|さん:1	train=14
お薬	14	1	お薬	お薬:13 お|薬:1	train=14
かすかな	14	1	かすか|な	かすか|な:13 かすかな:1	train=14
かわいそうな	14	1	かわいそう|な	かわいそう|な:13 かわいそうな:1	train=14
くるんだ	14	1	くる|ん|だ	くる|ん|だ:13 くるんだ:1	train=13,val=1
そいつら	14	1	そいつら	そいつら:13 そいつ|ら:1	train=14
であろう	14	1	で|あろう	で|あろう:13 であろう:1	train=14
に慣れた	14	1	に|慣れた	に|慣れた:13 に慣れた:1	train=14
のうわさ	14	1	の|うわさ	の|うわさ:13 のうわさ:1	train=14
は～い	14	1	は～い	は～い:13 は|～|い:1	train=13,val=1
もしも	14	1	もしも	もしも:13 もし|も:1	train=14
ものすごく	14	1	ものすごく	ものすごく:13 もの|すごく:1	train=14
三回	14	1	三回	三回:13 三|回:1	train=14
交通規則	14	1	交通|規則	交通|規則:13 交通規則:1	train=14
具体的に	14	1	具体的|に	具体的|に:13 具体的に:1	train=14
出たん	14	1	出た|ん	出た|ん:13 出たん:1	test=1,train=13
大喜び	14	1	大喜び	大喜び:13 大|喜び:1	train=14
山ほど	14	1	山|ほど	山|ほど:13 山ほど:1	train=14
巻き込まれた	14	1	巻き込まれた	巻き込まれた:13 巻き|込まれた:1	train=14
年老いた	14	1	年老いた	年老いた:13 年|老いた:1	train=14
第72章	14	1	第|72|章	第|72|章:13 第72章:1	train=14
言うか	14	1	言う|か	言う|か:13 言うか:1	train=14
いろいろと	13	1	いろいろ|と	いろいろ|と:12 いろいろと:1	train=13
うんと	13	1	うんと	うんと:12 うん|と:1	train=13
お考え	13	1	お考え	お考え:12 お|考え:1	train=13
が出ました	13	1	が|出ました	が|出ました:12 が出ました:1	train=13
が無かった	13	1	が|無かった	が|無かった:12 が無かった:1	train=13
ご出身	13	1	ご出身	ご出身:12 ご|出身:1	train=13
したがる	13	1	したがる	したがる:12 した|がる:1	train=13
したわ	13	1	した|わ	した|わ:12 したわ:1	train=13
に合った	13	1	に|合った	に|合った:12 に合った:1	test=1,train=12
に着きます	13	1	に|着きます	に|着きます:12 に着きます:1	train=13
みなした	13	1	みなした	みなした:12 み|な|した:1	train=13
もうじき	13	1	もう|じき	もう|じき:12 もうじき:1	train=13
キャ～	13	1	キャ|～	キャ|～:12 キャ～:1	train=13
スピード違反	13	1	スピード|違反	スピード|違反:12 スピード違反:1	train=13
俺ら	13	1	俺ら	俺ら:12 俺|ら:1	train=13
全面的	13	1	全面的	全面的:12 全面|的:1	train=13
出ていけ	13	1	出て|いけ	出て|いけ:12 出ていけ:1	test=1,train=12
切らして	13	1	切らして	切らして:12 切ら|し|て:1	train=13
反する	13	1	反する	反する:12 反|する:1	train=13
取り組んで	13	1	取り組んで	取り組んで:12 取り|組んで:1	train=13
吹き飛ばされた	13	1	吹き飛ばされた	吹き飛ばされた:12 吹き|飛ばされた:1	train=12,val=1
引き継いだ	13	1	引き継いだ	引き継いだ:12 引き|継いだ:1	train=13
必要ない	13	1	必要|ない	必要|ない:12 必要ない:1	train=13
思い出させる	13	1	思い出させる	思い出させる:12 思い出|させる:1	train=13
手当たり次第	13	1	手当たり|次第	手当たり|次第:12 手当たり次第:1	train=13
抜け出した	13	1	抜け出した	抜け出した:12 抜け|出した:1	test=1,train=12
探偵小説	13	1	探偵|小説	探偵|小説:12 探偵小説:1	train=13
文法的	13	1	文法的	文法的:12 文法|的:1	train=13
男子生徒	13	1	男子|生徒	男子|生徒:12 男子生徒:1	train=13
笑い者	13	1	笑い者	笑い者:12 笑い|者:1	test=1,train=12
遅くなった	13	1	遅く|なった	遅く|なった:12 遅くなった:1	train=13
飲んでた	13	1	飲んでた	飲んでた:12 飲んで|た:1	test=1,train=12
あっている	12	1	あって|いる	あって|いる:11 あっている:1	train=12
いうと	12	1	いう|と	いう|と:11 いうと:1	train=12
お会いした	12	1	お会い|した	お会い|した:11 お会いした:1	train=11,val=1
お使い	12	1	お使い	お使い:11 お|使い:1	train=12
お入りください	12	1	お入りください	お入りください:11 お|入りください:1	train=12
お呼び	12	1	お呼び	お呼び:11 お|呼び:1	train=12
お帰り	12	1	お帰り	お帰り:11 お|帰り:1	train=12
お聞かせください	12	1	お聞かせください	お聞かせください:11 お|聞かせください:1	train=12
ていう	12	1	て|いう	て|いう:11 ていう:1	train=12
みること	12	1	みる|こと	みる|こと:11 みること:1	train=12
イスラム教徒	12	1	イスラム教徒	イスラム教徒:11 イスラム|教徒:1	train=12
人間関係	12	1	人間関係	人間関係:11 人間|関係:1	train=12
何分	12	1	何分	何分:11 何|分:1	test=1,train=10,val=1
同然で	12	1	同然|で	同然|で:11 同然で:1	train=12
安全だ	12	1	安全だ	安全だ:11 安全|だ:1	train=12
密かに	12	1	密か|に	密か|に:11 密かに:1	test=1,train=11
屋さん	12	1	屋さん	屋さん:11 屋|さん:1	train=12
年上だ	12	1	年上|だ	年上|だ:11 年上だ:1	train=12
弟さん	12	1	弟さん	弟さん:11 弟|さん:1	train=12
思い付いた	12	1	思い付いた	思い付いた:11 思い|付いた:1	train=12
数日間	12	1	数日間	数日間:11 数日|間:1	train=12
文字どおり	12	1	文字|どおり	文字|どおり:11 文字どおり:1	train=12
日ごと	12	1	日|ごと	日|ごと:11 日ごと:1	train=12
書き終えた	12	1	書き終えた	書き終えた:11 書き|終えた:1	train=11,val=1
模型飛行機	12	1	模型|飛行機	模型|飛行機:11 模型飛行機:1	train=12
申し分ない	12	1	申し分|ない	申し分|ない:11 申し分ない:1	train=12
第67章	12	1	第67章	第67章:11 第|67|章:1	train=12
考えてた	12	1	考えてた	考えてた:11 考えて|た:1	train=12
肉体的	12	1	肉体的	肉体的:11 肉体|的:1	train=12
表した	12	1	表した	表した:11 表|した:1	train=11,val=1
赤くなった	12	1	赤く|なった	赤く|なった:11 赤くなった:1	train=12
降り続いた	12	1	降り続いた	降り続いた:11 降り|続いた:1	train=12
いただいても	11	1	いただいて|も	いただいて|も:10 いただいても:1	train=10,val=1
お寿司	11	1	お寿司	お寿司:10 お|寿司:1	train=11
これからも	11	1	これ|から|も	これ|から|も:10 これからも:1	train=11
ご在宅	11	1	ご在宅	ご在宅:10 ご|在宅:1	train=11
はだめ	11	1	は|だめ	は|だめ:10 はだめ:1	train=11
をかけない	11	1	を|かけない	を|かけない:10 をかけない:1	train=11
カッコいい	11	1	カッコ|いい	カッコ|いい:10 カッコいい:1	train=11
ヨーロッパ人	11	1	ヨーロッパ人	ヨーロッパ人:10 ヨーロッパ|人:1	train=10,val=1
一曲	11	1	一曲	一曲:10 一|曲:1	train=11
仮に	11	1	仮に	仮に:10 仮|に:1	train=11
出てた	11	1	出てた	出てた:10 出て|た:1	train=11
取りかかった	11	1	取りかかった	取りかかった:10 取り|かかった:1	train=11
取り扱って	11	1	取り扱って	取り扱って:10 取り|扱って:1	train=11
外した	11	1	外した	外した:10 外|した:1	train=11
左足	11	1	左足	左足:10 左|足:1	train=11
持ち合わせて	11	1	持ち合わせて	持ち合わせて:10 持ち|合わせて:1	train=11
株式市場	11	1	株式市場	株式市場:10 株式|市場:1	train=11
消え去った	11	1	消え去った	消え去った:10 消え|去った:1	train=11
物覚え	11	1	物覚え	物覚え:10 物|覚え:1	train=11
禁煙席	11	1	禁煙席	禁煙席:10 禁煙|席:1	train=11
私ども	11	1	私|ども	私|ども:10 私ども:1	train=11
第44章	11	1	第44章	第44章:10 第|44|章:1	train=11
第45章	11	1	第45章	第45章:10 第|45|章:1	train=11
第53章	11	1	第53章	第53章:10 第|53|章:1	train=11
第57章	11	1	第57章	第57章:10 第|57|章:1	train=11
第62章	11	1	第62章	第62章:10 第|62|章:1	train=11
読み終えました	11	1	読み終えました	読み終えました:10 読み|終えました:1	train=11
間に合います	11	1	間に合います	間に合います:10 間に|合います:1	train=11
飲料水	11	1	飲料水	飲料水:10 飲料|水:1	train=11
ああ～	10	1	ああ|～	ああ|～:9 ああ～:1	train=10
あの世	10	1	あの世	あの世:9 あの|世:1	train=10
おやすみなさい	10	1	おやすみなさい	おやすみなさい:9 お|やすみ|なさい:1	train=10
お探し	10	1	お探し	お探し:9 お|探し:1	train=10
お知り合い	10	1	お知り合い	お知り合い:9 お|知り合い:1	test=1,train=9
お砂糖	10	1	お砂糖	お砂糖:9 お|砂糖:1	train=10
お言葉	10	1	お言葉	お言葉:9 お|言葉:1	train=9,val=1
かなった	10	1	かなった	かなった:9 か|なった:1	train=10
がちだ	10	1	がちだ	がちだ:9 が|ち|だ:1	train=10
が付く	10	1	が|付く	が|付く:9 が付く:1	train=10
つけてた	10	1	つけてた	つけてた:9 つけて|た:1	train=10
とります	10	1	とります	とります:9 と|ります:1	train=9,val=1
なければならない	10	1	なければ|ならない	なければ|ならない:9 なければならない:1	train=10
なりたがって	10	1	なりたがって	なりたがって:9 なり|たがって:1	train=10
にいれた	10	1	に|いれた	に|いれた:9 にいれた:1	train=10
につないで	10	1	に|つないで	に|つないで:9 につないで:1	train=10
はよせ	10	1	は|よせ	は|よせ:9 はよせ:1	train=10
ぴったりだ	10	1	ぴったりだ	ぴったりだ:9 ぴったり|だ:1	train=10
ウソつき	10	1	ウソつき	ウソつき:9 ウソ|つき:1	train=10
サッカー選手	10	1	サッカー|選手	サッカー|選手:9 サッカー選手:1	train=10
テニス部	10	1	テニス|部	テニス|部:9 テニス部:1	train=10
ブタ野郎	10	1	ブタ|野郎	ブタ|野郎:9 ブタ野郎:1	train=10
ホラー映画	10	1	ホラー|映画	ホラー|映画:9 ホラー映画:1	train=10
一緒だ	10	1	一緒|だ	一緒|だ:9 一緒だ:1	train=10
入ってた	10	1	入ってた	入ってた:9 入って|た:1	train=10
召し上がれ	10	1	召し上がれ	召し上がれ:9 召し|上がれ:1	train=10
売れ行き	10	1	売れ行き	売れ行き:9 売れ|行き:1	train=10
姫さま	10	1	姫さま	姫さま:9 姫|さま:1	test=1,train=9
幸福です	10	1	幸福です	幸福です:9 幸福|です:1	train=10
彼女ら	10	1	彼女ら	彼女ら:9 彼女|ら:1	train=10
欲しいなら	10	1	欲しいなら	欲しいなら:9 欲しい|なら:1	train=10
歩き続けた	10	1	歩き続けた	歩き続けた:9 歩き|続けた:1	train=10
水の泡	10	1	水|の|泡	水|の|泡:9 水の泡:1	train=10
瀕して	10	1	瀕して	瀕して:9 瀕|して:1	train=10
無駄で	10	1	無駄で	無駄で:9 無駄|で:1	train=10
留守だ	10	1	留守|だ	留守|だ:9 留守だ:1	train=10
第10章	10	1	第|10|章	第|10|章:9 第10章:1	train=10
第64章	10	1	第64章	第64章:9 第|64|章:1	train=10
第76章	10	1	第76章	第76章:9 第|76|章:1	train=10
置いたっけ	10	1	置いた|っけ	置いた|っけ:9 置いたっけ:1	train=10
表します	10	1	表します	表します:9 表|します:1	train=10
解決法	10	1	解決法	解決法:9 解決|法:1	train=10
読み方	10	1	読み方	読み方:9 読み|方:1	train=10
読み書き	10	1	読み書き	読み書き:9 読み|書き:1	train=10
貧乏で	10	1	貧乏で	貧乏で:9 貧乏|で:1	train=10
賭け事	10	1	賭け事	賭け事:9 賭け|事:1	train=10
遅すぎる	10	1	遅すぎる	遅すぎる:9 遅|すぎる:1	train=10
金持ちだった	10	1	金持ち|だった	金持ち|だった:9 金持ちだった:1	train=10
あッ	9	1	あッ	あッ:8 あ|ッ:1	train=9
いいかげんに	9	1	いいかげん|に	いいかげん|に:8 いいかげんに:1	train=9
いっせいに	9	1	いっせいに	いっせいに:8 いっせい|に:1	train=9
おまわりさん	9	1	おまわりさん	おまわりさん:8 おまわり|さん:1	train=8,val=1
お塩	9	1	お塩	お塩:8 お|塩:1	train=9
かいう	9	1	か|いう	か|いう:8 かいう:1	train=9
こうにか	9	1	こうにか	こうにか:8 こうに|か:1	train=9
ご滞在	9	1	ご滞在	ご滞在:8 ご|滞在:1	train=9
だもの	9	1	だ|もの	だ|もの:8 だもの:1	train=9
といいます	9	1	と|いいます	と|いいます:8 といいます:1	train=9
なすが	9	1	なす|が	なす|が:8 なすが:1	train=9
ひそかに	9	1	ひそか|に	ひそか|に:8 ひそかに:1	train=9
びしょ濡れ	9	1	びしょ濡れ	びしょ濡れ:8 びしょ|濡れ:1	train=9
もみなかった	9	1	も|みなかった	も|みなかった:8 もみなかった:1	train=9
よくなるでしょう	9	1	よく|なるでしょう	よく|なるでしょう:8 よくなるでしょう:1	train=9
何曜日	9	1	何曜日	何曜日:8 何|曜日:1	train=9
修理中	9	1	修理|中	修理|中:8 修理中:1	train=9
吸ってる	9	1	吸ってる	吸ってる:8 吸って|る:1	train=9
奪い取った	9	1	奪い取った	奪い取った:8 奪い|取った:1	test=1,train=8
女子供	9	1	女|子供	女|子供:8 女子供:1	train=9
始発列車	9	1	始発|列車	始発|列車:8 始発列車:1	train=9
家出	9	1	家出	家出:8 家|出:1	train=9
彼らしい	9	1	彼|らしい	彼|らしい:8 彼らしい:1	train=9
必ずや	9	1	必ず|や	必ず|や:8 必ずや:1	train=9
恐ろしさ	9	1	恐ろしさ	恐ろしさ:8 恐ろし|さ:1	train=9
無いの	9	1	無い|の	無い|の:8 無いの:1	train=9
燃え上がった	9	1	燃え上がった	燃え上がった:8 燃え|上がった:1	train=9
生きられないだろう	9	1	生きられないだろう	生きられないだろう:8 生き|られないだろう:1	train=9
疲れてた	9	1	疲れてた	疲れてた:8 疲れて|た:1	train=9
発展途上国	9	1	発展途上国	発展途上国:8 発展|途上国:1	train=9
第14章	9	1	第|14|章	第|14|章:8 第14章:1	train=9
第43章	9	1	第43章	第43章:8 第|43|章:1	train=9
第59章	9	1	第59章	第59章:8 第|59|章:1	train=9
絶え間ない	9	1	絶え間ない	絶え間ない:8 絶え間|ない:1	train=9
自由だ	9	1	自由だ	自由だ:8 自由|だ:1	train=9
血まみれ	9	1	血まみれ	血まみれ:8 血|まみれ:1	train=9
赤々と	9	1	赤々|と	赤々|と:8 赤々と:1	train=9
食べたく	9	1	食べたく	食べたく:8 食べた|く:1	train=9
首尾よく	9	1	首尾|よく	首尾|よく:8 首尾よく:1	train=9
いたなら	8	1	いたなら	いたなら:7 いた|なら:1	train=8
いなくなる	8	1	いなく|なる	いなく|なる:7 いなくなる:1	train=8
うまくいかない	8	1	うまく|いかない	うまく|いかない:7 うまくいかない:1	train=8
おおきな	8	1	おおきな	おおきな:7 おおき|な:1	train=8
お出で	8	1	お出で	お出で:7 お|出で:1	train=8
お化け屋敷	8	1	お化け屋敷	お化け屋敷:7 お化け|屋敷:1	train=8
お大事に	8	1	お大事|に	お大事|に:7 お大事に:1	train=7,val=1
お書きください	8	1	お書きください	お書きください:7 お|書きください:1	train=8
お決まり	8	1	お決まり	お決まり:7 お|決まり:1	train=8
かけ忘れた	8	1	かけ忘れた	かけ忘れた:7 かけ|忘れた:1	train=8
けが人	8	1	けが人	けが人:7 けが|人:1	train=8
ご心配	8	1	ご心配	ご心配:7 ご|心配:1	train=8
ご招待	8	1	ご招待	ご招待:7 ご|招待:1	train=8
ご紹介	8	1	ご紹介	ご紹介:7 ご|紹介:1	train=8
だったらしい	8	1	だったらしい	だったらしい:7 だった|らしい:1	train=8
ないようだ	8	1	ないようだ	ないようだ:7 ない|よう|だ:1	train=8
なんぞ	8	1	なんぞ	なんぞ:7 なん|ぞ:1	train=8
に至った	8	1	に|至った	に|至った:7 に至った:1	train=8
もや	8	1	もや	もや:7 も|や:1	train=8
わしら	8	1	わしら	わしら:7 わし|ら:1	train=8
バス通学	8	1	バス|通学	バス|通学:7 バス通学:1	train=8
不可能な	8	1	不可能|な	不可能|な:7 不可能な:1	train=8
不在だった	8	1	不在|だった	不在|だった:7 不在だった:1	train=8
予想通り	8	1	予想|通り	予想|通り:7 予想通り:1	train=8
仕上げる	8	1	仕上げる	仕上げる:7 仕上げ|る:1	train=8
休みな	8	1	休み|な	休み|な:7 休みな:1	train=8
使い果たして	8	1	使い果たして	使い果たして:7 使い|果たして:1	train=8
呼び出して	8	1	呼び出して	呼び出して:7 呼び|出して:1	train=8
地図上	8	1	地図|上	地図|上:7 地図上:1	train=8
宰相殿	8	1	宰相殿	宰相殿:7 宰相|殿:1	train=8
帰した	8	1	帰した	帰した:7 帰|した:1	train=8
帰宅途中	8	1	帰宅|途中	帰宅|途中:7 帰宅途中:1	train=8
幸福だ	8	1	幸福だ	幸福だ:7 幸福|だ:1	train=8
当てはまらない	8	1	当てはまらない	当てはまらない:7 当て|はまらない:1	train=8
思いどおり	8	1	思い|どおり	思い|どおり:7 思いどおり:1	train=8
恐れ入ります	8	1	恐れ入ります	恐れ入ります:7 恐れ|入ります:1	train=8
愛し合う	8	1	愛し合う	愛し合う:7 愛|し|合う:1	train=8
手の内	8	1	手|の|内	手|の|内:7 手の内:1	train=8
海外留学	8	1	海外|留学	海外|留学:7 海外留学:1	train=8
満開です	8	1	満開|です	満開|です:7 満開です:1	train=8
無駄です	8	1	無駄です	無駄です:7 無駄|です:1	train=7,val=1
環境問題	8	1	環境|問題	環境|問題:7 環境問題:1	train=8
瓜二つ	8	1	瓜二つ	瓜二つ:7 瓜|二つ:1	train=8
知ってると	8	1	知ってる|と	知ってる|と:7 知ってると:1	train=8
答えられなかった	8	1	答えられなかった	答えられなかった:7 答え|られなかった:1	train=8
結婚前	8	1	結婚|前	結婚|前:7 結婚前:1	train=8
美人で	8	1	美人|で	美人|で:7 美人で:1	train=8
調査中	8	1	調査|中	調査|中:7 調査中:1	train=8
道のり	8	1	道のり	道のり:7 道|の|り:1	train=8
あげられる	7	1	あげられる	あげられる:6 あげ|られる:1	test=1,train=6
いうまで	7	1	いう|まで	いう|まで:6 いうまで:1	train=7
いたいの	7	1	いたい|の	いたい|の:6 いたいの:1	train=7
いやしない	7	1	いや|しない	いや|しない:6 いやしない:1	test=1,train=6
お付き合い	7	1	お付き合い	お付き合い:6 お|付き合い:1	test=1,train=6
お飲み	7	1	お飲み	お飲み:6 お|飲み:1	train=7
がちで	7	1	がちで	がちで:6 がち|で:1	train=7
こうした	7	1	こう|した	こう|した:6 こうした:1	train=7
させていただきます	7	1	させていただきます	させていただきます:6 させて|いただきます:1	train=7
しがちだ	7	1	しがちだ	しがちだ:6 し|がちだ:1	train=7
するであろう	7	1	するで|あろう	するで|あろう:6 するであろう:1	train=7
だったっけ	7	1	だった|っけ	だった|っけ:6 だったっけ:1	train=6,val=1
ではありませんでした	7	1	で|は|ありませんでした	で|は|ありませんでした:6 ではありませんでした:1	train=7
ともかく	7	1	ともかく	ともかく:6 と|もかく:1	train=7
と向かった	7	1	と|向かった	と|向かった:6 と向かった:1	train=7
にいかない	7	1	に|いかない	に|いかない:6 にいかない:1	train=7
にさわった	7	1	に|さわった	に|さわった:6 にさわった:1	train=7
になれた	7	1	に|なれた	に|なれた:6 になれた:1	train=7
にもたれて	7	1	に|もたれて	に|もたれて:6 にもたれて:1	train=7
ねー	7	1	ねー	ねー:6 ね|ー:1	test=1,train=6
のけた	7	1	のけた	のけた:6 の|けた:1	train=7
のる	7	1	のる	のる:6 の|る:1	train=7
は及ばない	7	1	は|及ばない	は|及ばない:6 は及ばない:1	test=1,train=6
ほどよく	7	1	ほど|よく	ほど|よく:6 ほどよく:1	test=2,train=5
もうまく	7	1	も|うまく	も|うまく:6 もうまく:1	train=7
やめな	7	1	やめな	やめな:6 やめ|な:1	train=7
イタリア料理	7	1	イタリア料理	イタリア料理:6 イタリア|料理:1	train=7
エボシさま	7	1	エボシさま	エボシさま:6 エボシ|さま:1	train=7
コンピューターゲーム	7	1	コンピューターゲーム	コンピューターゲーム:6 コンピューター|ゲーム:1	train=7
ショッピングモール	7	1	ショッピングモール	ショッピングモール:6 ショッピング|モール:1	train=7
スポーツ選手	7	1	スポーツ|選手	スポーツ|選手:6 スポーツ選手:1	train=7
テニス選手	7	1	テニス|選手	テニス|選手:6 テニス選手:1	train=7
ボランティア活動	7	1	ボランティア活動	ボランティア活動:6 ボランティア|活動:1	train=7
一人きり	7	1	一人|きり	一人|きり:6 一人きり:1	train=7
一方で	7	1	一方|で	一方|で:6 一方で:1	train=7
不利だ	7	1	不利だ	不利だ:6 不利|だ:1	train=6,val=1
中華料理店	7	1	中華|料理店	中華|料理店:6 中華料理店:1	train=7
乗り越えた	7	1	乗り越えた	乗り越えた:6 乗り|越えた:1	train=7
半マイル	7	1	半|マイル	半|マイル:6 半マイル:1	train=7
半年前	7	1	半年|前	半年|前:6 半年前:1	train=7
向かってる	7	1	向かってる	向かってる:6 向かって|る:1	train=7
問いかける	7	1	問いかける	問いかける:6 問い|かける:1	train=7
国際空港	7	1	国際|空港	国際|空港:6 国際空港:1	test=1,train=6
大きくない	7	1	大きくない	大きくない:6 大きく|ない:1	train=7
女のコ	7	1	女のコ	女のコ:6 女|の|コ:1	train=7
子供じみた	7	1	子供|じみた	子供|じみた:6 子供じみた:1	train=7
安城三尉	7	1	安城|三尉	安城|三尉:6 安城三尉:1	train=7
寒いの	7	1	寒い|の	寒い|の:6 寒いの:1	train=7
属する	7	1	属する	属する:6 属|する:1	train=7
崩れ落ちた	7	1	崩れ落ちた	崩れ落ちた:6 崩れ|落ちた:1	train=7
年長の	7	1	年長|の	年長|の:6 年長の:1	train=7
庭いじり	7	1	庭いじり	庭いじり:6 庭|いじり:1	train=7
形見	7	1	形見	形見:6 形|見:1	train=7
役立つだろう	7	1	役立つだろう	役立つだろう:6 役|立つだろう:1	train=7
後ほど	7	1	後ほど	後ほど:6 後|ほど:1	train=7
恋して	7	1	恋|して	恋|して:6 恋して:1	train=7
持ち歩いて	7	1	持ち歩いて	持ち歩いて:6 持ち|歩いて:1	train=7
文字通り	7	1	文字|通り	文字|通り:6 文字通り:1	train=7
早起きです	7	1	早起き|です	早起き|です:6 早起きです:1	train=7
昼食後	7	1	昼食|後	昼食|後:6 昼食後:1	train=7
本屋さん	7	1	本屋さん	本屋さん:6 本屋|さん:1	train=7
流れ落ちた	7	1	流れ落ちた	流れ落ちた:6 流れ|落ちた:1	test=1,train=6
特別の	7	1	特別|の	特別|の:6 特別の:1	train=7
生きていけない	7	1	生きて|いけない	生きて|いけない:6 生きていけない:1	train=7
真っ黒クロスケ	7	1	真っ黒|クロスケ	真っ黒|クロスケ:6 真っ黒クロスケ:1	train=7
石頭	7	1	石頭	石頭:6 石|頭:1	train=7
突き落とした	7	1	突き落とした	突き落とした:6 突き|落とした:1	train=7
笑いもの	7	1	笑いもの	笑いもの:6 笑い|もの:1	train=7
第93章	7	1	第93章	第93章:6 第|93|章:1	train=7
美人だった	7	1	美人|だった	美人|だった:6 美人だった:1	train=7
船客	7	1	船客	船客:6 船|客:1	train=7
見つけ出す	7	1	見つけ出す	見つけ出す:6 見つけ|出す:1	train=7
評すれば	7	1	評すれば	評すれば:6 評|すれば:1	train=7
読み終えたら	7	1	読み終えたら	読み終えたら:6 読み|終えたら:1	train=7
起きてた	7	1	起きてた	起きてた:6 起きて|た:1	train=7
運転中	7	1	運転|中	運転|中:6 運転中:1	train=7
開けっぱなし	7	1	開けっぱなし	開けっぱなし:6 開け|っぱなし:1	test=1,train=6
間に合うだろう	7	1	間に合うだろう	間に合うだろう:6 間に|合うだろう:1	train=7
食べ過ぎて	7	1	食べ過ぎて	食べ過ぎて:6 食べ|過ぎて:1	train=7
駆け出した	7	1	駆け出した	駆け出した:6 駆け|出した:1	train=7
あったよう	6	1	あった|よう	あった|よう:5 あったよう:1	train=6
あんの	6	1	あん|の	あん|の:5 あんの:1	train=6
いただけ	6	1	いた|だけ	いた|だけ:5 いただけ:1	train=6
いとも	6	1	いとも	いとも:5 いと|も:1	train=6
いるみたい	6	1	いるみたい	いるみたい:5 いる|みたい:1	test=1,train=5
うめき声	6	1	うめき声	うめき声:5 うめき|声:1	train=6
え～	6	1	え～	え～:5 え|～:1	train=6
おっしゃった	6	1	おっしゃった	おっしゃった:5 お|っしゃった:1	train=6
ご存知の	6	1	ご存知|の	ご存知|の:5 ご存知の:1	train=6
ご気分	6	1	ご気分	ご気分:5 ご|気分:1	train=6
ご自身	6	1	ご自身	ご自身:5 ご|自身:1	train=6
しがちで	6	1	しがちで	しがちで:5 し|がちで:1	train=6
しすぎだ	6	1	しすぎだ	しすぎだ:5 しすぎ|だ:1	train=6
しすぎて	6	1	しすぎて	しすぎて:5 し|すぎて:1	train=6
しだした	6	1	しだした	しだした:5 し|だした:1	train=6
してなさい	6	1	して|なさい	して|なさい:5 してなさい:1	train=6
すいています	6	1	すいて|います	すいて|います:5 すいています:1	train=6
ただ今	6	1	ただ今	ただ今:5 ただ|今:1	train=6
たどり着く	6	1	たどり着く	たどり着く:5 たどり|着く:1	train=6
ってか	6	1	って|か	って|か:5 ってか:1	train=6
てめえら	6	1	てめえら	てめえら:5 てめえ|ら:1	test=1,train=4,val=1
で行ってる	6	1	で|行ってる	で|行ってる:5 で行ってる:1	train=6
なくても	6	1	なくても	なくても:5 なくて|も:1	train=6
なくなっちゃった	6	1	なくなっちゃった	なくなっちゃった:5 なく|なっちゃった:1	train=6
なりかけて	6	1	なりかけて	なりかけて:5 なり|かけて:1	train=6
なんな	6	1	なんな	なんな:5 なん|な:1	train=6
にくい	6	1	にくい	にくい:5 に|くい:1	train=6
のあたり	6	1	の|あたり	の|あたり:5 のあたり:1	train=6
はいりません	6	1	は|いりません	は|いりません:5 はいりません:1	train=6
はだめだ	6	1	は|だめだ	は|だめだ:5 はだめだ:1	train=6
もちろんです	6	1	もちろんです	もちろんです:5 もちろん|です:1	train=6
もとは	6	1	もとは	もとは:5 もと|は:1	train=6
を守ろう	6	1	を|守ろう	を|守ろう:5 を守ろう:1	train=6
テニスクラブ	6	1	テニス|クラブ	テニス|クラブ:5 テニスクラブ:1	train=6
トイレトレーニング	6	1	トイレ|トレーニング	トイレ|トレーニング:5 トイレトレーニング:1	train=6
ハンガリー語	6	1	ハンガリー|語	ハンガリー|語:5 ハンガリー語:1	train=6
ラーメン屋	6	1	ラーメン屋	ラーメン屋:5 ラーメン|屋:1	train=6
一段と	6	1	一段|と	一段|と:5 一段と:1	train=6
一番乗り	6	1	一番乗り	一番乗り:5 一番|乗り:1	train=6
一箱	6	1	一箱	一箱:5 一|箱:1	train=6
二ヶ月	6	1	二ヶ月	二ヶ月:5 二|ヶ月:1	train=6
交通違反	6	1	交通|違反	交通|違反:5 交通違反:1	train=6
付け加えた	6	1	付け加えた	付け加えた:5 付け|加えた:1	train=6
